SUBSTÂNCIA,EAN 3,APRESENTAÇÃO,CLASSE TERAPÊUTICA,DESTINAÇÃO COMERCIAL 
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,(600 + 100 + 70) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 16,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,(600 + 100 + 70) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 120,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,(300 + 35 + 50) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,35 MG/ML + 300 MG/ML + 50 MG/ML SOL OR CT FR VD AMB X 20 ML,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,35 MG + 300 MG + 50 MG COM CT BL AL PLAS  AMB X 240,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,35 MG + 300 MG + 50 MG COM CT BL AL PLAS  AMB X 24,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,35 MG + 300 MG + 50 MG COM CT BL AL PLAS  AMB X 30 ,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,300 MG + 35 MG + 50 MG COM CT BL AL PLAS  AMB X 36,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,300 MG + 35 MG + 50 MG COM CT BL AL PLAS  AMB X 360,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,300 MG + 35 MG + 50 MG COM CT BL AL PLAS  AMB X 300,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,300 MG + 35 MG + 50 MG COM CT BL AL PLAS  AMB X 50,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,(600 + 70 + 100) MG COM CT BL AL PLAS PVC AMB X 8,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,(600 + 70 + 100) MG COM CT BL AL PLAS PVC AMB X 16,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,(600 + 70 + 100) MG COM CT BL AL PLAS PVC AMB X 80,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,300 MG + 50 MG + 35 MG COM CT BL AL PLAS PVC TRANS X 30,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,    -     ,300 MG + 50 MG + 35 MG COM CT BL AL PLAS PVC TRANS X 100,M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO,    -     ,(30 + 300 + 30) MG COM REV CT BL AL PLAS PVC TRANS X 20,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO,    -     ,(30 + 300 + 30) MG COM REV CT BL AL PLAS PVC TRANS X 200,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO,    -     ,30 MG + 300 MG + 30 MG DRG CT BL AL PLAS TRANS X 20 ,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO,    -     ,30 MG + 300 MG + 30 MG DRG DISP BL AL PLAS TRANS X 100 (EMB MULT),A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO,    -     ,(300 + 30 + 30) MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 20,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO,    -     ,(300 + 30 + 30) MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 100,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;CLORIDRATO DE PROMETAZINA;CLORIDRATO DE ADIFENINA,    -     ,"(333,33 + 6,67 + 3,33) MG/ML SOL OR CT FR GOT VD AMB X 15 ML",N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,
DIPIRONA MONOIDRATADA;CLORIDRATO DE PROMETAZINA;CLORIDRATO DE ADIFENINA,    -     ,500 MG + 10 MG + 5 MG COM CT BL AL PLAS OPC X 12,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,
DIPIRONA MONOIDRATADA;DIPIRONA,    -     ,500 MG/ML SOL OR CT FR PLAS OPC  GOT X 10 ML ,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,
DIPIRONA MONOIDRATADA;DIPIRONA,    -     ,500 MG/ML SOL OR CT FR PLAS OPC  GOT X 20 ML,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,    -     ,30 MG + 300 MG + 30 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 100,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,    -     ,30 MG + 300 MG + 30 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 10,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,    -     ,30 MG + 300 MG + 30 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,    -     ,30 MG + 300 MG + 30 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 100,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,    -     ,30 MG + 300 MG + 30 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,    -     ,(600 + 60 + 60) MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 100,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA,    -     ,30 MG + 300 MG + 30 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20,A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,
DIPROPIONATO DE BECLOMETASONA,    -     ,50 MCG SUS SPR NAS CT FR SPR PLAS PET AMB X 130 ACION,R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS,
DIPROPIONATO DE BECLOMETASONA,    -     ,400 MCG/ML SUS INAL CT ENVOL 10 FLAC PLAS PEBD TRANS X 2ML,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,50 MCG SUS SPR NAS CT FR SPR PLAS PET AMB X 200 ACION,R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS,
DIPROPIONATO DE BECLOMETASONA,    -     ,100 MCG/DOS SUS NAS CT FR PLAS AMB VALV DOSIM X 120 DOS ,R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS,
DIPROPIONATO DE BECLOMETASONA,    -     ,50 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,100 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,200 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,250 MCG/DOSE SOL AER CT TB AL + ESPAÇ JET X 200 DOSES ,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,50 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,100 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,200 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,50 MCG/DOSE SUS TOP CT FR PLAS X 200 DOSES,R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS,
DIPROPIONATO DE BECLOMETASONA,    -     ,250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,50 MCG/DOSE SOL AER INAL OR CT FR AL X 200 ACIONAMENTOS + BOMB,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,200 MCG/DOSE SOL AER INAL OR CT FR AL X 200 ACIONAMENTOS + BOMB,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,50 MCG/DOSE SOL AER INAL OR CT FR AL X 200 ACIONAMENTOS + BOMB,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA,    -     ,200 MCG/DOSE SOL AER INAL OR CT FR AL X 200 ACIONAMENTOS + BOMB,R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,
DIPROPIONATO DE BECLOMETASONA;FUMARATO DE FORMOTEROL DI-HIDRATADO,    -     ,(100 + 6) MCG/DOSE AER BUC CT TB AL + DISPOSITIVO ORAL X 120 DOSES,"R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",
DIPROPIONATO DE BECLOMETASONA;FUMARATO DE FORMOTEROL DI-HIDRATADO,    -     ,(100 + 6) MCG/DOSE AER BUC CT TB AL + DISPOSITIVO ORAL C CONTADOR X 120 DOSES,"R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",
DIPROPIONATO DE BECLOMETASONA;FUMARATO DE FORMOTEROL DIIDRATADO,    -     ,(200 + 6) MCG SOL AER INAL OR CT TB AL 8 ML X 120 ACIONAMENTOS + DISP INAL C CONTADOR,"R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",
DIPROPIONATO DE BECLOMETASONA;FUMARATO DE FORMOTEROL DIIDRATADO,    -     ,(200 + 6) MCG SOL AER INAL OR CT TB AL 8 ML X 120 ACIONAMENTOS + DISP INAL,"R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",
DIPROPIONATO DE BECLOMETASONA;FUMARATO DE FORMOTEROL DIIDRATADO,    -     ,(200 + 6) MCG/DOSE PO INAL OR CT ENVOL DISP INAL X 120 ACIONAMENTOS,"R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",
